time,V1,V2,V3,I_R,I_C,I_D1_res,I_D1_cap,I_D2_res,I_D2_cap,I_D3_res,I_D3_cap,I_D4_res,I_D4_cap
0.045450,9.510963,-0.384798,9.126165,9.126165e-03,6.377220e-02,7.290596e-02,-6.632093e-11,-2.500000e-08,-1.553655e-10,-2.500000e-08,-1.553655e-10,7.290596e-02,-6.632093e-11
0.045458,9.515814,-0.384423,9.131391,9.131391e-03,6.271563e-02,7.185470e-02,-6.714202e-11,-2.500000e-08,-1.524104e-10,-2.500000e-08,-1.524104e-10,7.185470e-02,-6.714202e-11
0.045467,9.520572,-0.384042,9.136530,9.136530e-03,6.166086e-02,7.080515e-02,-6.797903e-11,-2.500000e-08,-1.494590e-10,-2.500000e-08,-1.494590e-10,7.080515e-02,-6.797903e-11
0.045475,9.525237,-0.383657,9.141580,9.141580e-03,6.060799e-02,6.975742e-02,-6.883255e-11,-2.500000e-08,-1.465115e-10,-2.500000e-08,-1.465115e-10,6.975742e-02,-6.883255e-11
0.045483,9.529810,-0.383266,9.146544,9.146544e-03,5.955712e-02,6.871161e-02,-6.970316e-11,-2.500000e-08,-1.435681e-10,-2.500000e-08,-1.435681e-10,6.871161e-02,-6.970316e-11
0.045492,9.534290,-0.382871,9.151419,9.151419e-03,5.850835e-02,6.766780e-02,-7.059146e-11,-2.500000e-08,-1.406287e-10,-2.500000e-08,-1.406287e-10,6.766780e-02,-7.059146e-11
0.045500,9.538677,-0.382470,9.156208,9.156208e-03,5.746178e-02,6.662611e-02,-7.149802e-11,-2.500000e-08,-1.376934e-10,-2.500000e-08,-1.376934e-10,6.662611e-02,-7.149802e-11
0.045508,9.542972,-0.382063,9.160909,9.160909e-03,5.641750e-02,6.558663e-02,-7.242344e-11,-2.500000e-08,-1.347625e-10,-2.500000e-08,-1.347625e-10,6.558663e-02,-7.242344e-11
0.045517,9.547175,-0.381651,9.165524,9.165524e-03,5.537563e-02,6.454947e-02,-7.336832e-11,-2.500000e-08,-1.318360e-10,-2.500000e-08,-1.318360e-10,6.454947e-02,-7.336832e-11
0.045525,9.551285,-0.381233,9.170052,9.170052e-03,5.433627e-02,6.351473e-02,-7.433329e-11,-2.500000e-08,-1.289140e-10,-2.500000e-08,-1.289140e-10,6.351473e-02,-7.433329e-11
0.045533,9.555303,-0.380810,9.174493,9.174493e-03,5.329951e-02,6.248251e-02,-7.531894e-11,-2.500000e-08,-1.259965e-10,-2.500000e-08,-1.259965e-10,6.248251e-02,-7.531894e-11
0.045542,9.559229,-0.380380,9.178849,9.178849e-03,5.226547e-02,6.145292e-02,-7.632593e-11,-2.500000e-08,-1.230839e-10,-2.500000e-08,-1.230839e-10,6.145292e-02,-7.632593e-11
0.045550,9.563063,-0.379945,9.183118,9.183118e-03,5.123427e-02,6.042609e-02,-7.735489e-11,-2.500000e-08,-1.201760e-10,-2.500000e-08,-1.201760e-10,6.042609e-02,-7.735489e-11
0.045558,9.566805,-0.379503,9.187302,9.187302e-03,5.020600e-02,5.940210e-02,-7.840650e-11,-2.500000e-08,-1.172731e-10,-2.500000e-08,-1.172731e-10,5.940210e-02,-7.840650e-11
0.045567,9.570455,-0.379055,9.191401,9.191401e-03,4.918079e-02,5.838109e-02,-7.948142e-11,-2.500000e-08,-1.143753e-10,-2.500000e-08,-1.143753e-10,5.838109e-02,-7.948142e-11
0.045575,9.574014,-0.378600,9.195414,9.195414e-03,4.815876e-02,5.736318e-02,-8.058035e-11,-2.500000e-08,-1.114827e-10,-2.500000e-08,-1.114827e-10,5.736318e-02,-8.058035e-11
0.045583,9.577481,-0.378139,9.199342,9.199342e-03,4.714003e-02,5.634847e-02,-8.170400e-11,-2.500000e-08,-1.085954e-10,-2.500000e-08,-1.085954e-10,5.634847e-02,-8.170400e-11
0.045592,9.580856,-0.377671,9.203186,9.203186e-03,4.612471e-02,5.533711e-02,-8.285310e-11,-2.500000e-08,-1.057136e-10,-2.500000e-08,-1.057136e-10,5.533711e-02,-8.285310e-11
0.045600,9.584141,-0.377195,9.206945,9.206945e-03,4.511295e-02,5.432921e-02,-8.402840e-11,-2.500000e-08,-1.028374e-10,-2.500000e-08,-1.028374e-10,5.432921e-02,-8.402840e-11
0.045608,9.587334,-0.376713,9.210621,9.210621e-03,4.410487e-02,5.332491e-02,-8.523068e-11,-2.500000e-08,-9.996703e-11,-2.500000e-08,-9.996703e-11,5.332491e-02,-8.523068e-11
0.045617,9.590436,-0.376223,9.214212,9.214212e-03,4.310060e-02,5.232435e-02,-8.646071e-11,-2.500000e-08,-9.710252e-11,-2.500000e-08,-9.710252e-11,5.232435e-02,-8.646071e-11
0.045625,9.593447,-0.375726,9.217721,9.217721e-03,4.210029e-02,5.132765e-02,-8.771932e-11,-2.500000e-08,-9.424407e-11,-2.500000e-08,-9.424407e-11,5.132765e-02,-8.771932e-11
0.045633,9.596368,-0.375221,9.221146,9.221146e-03,4.110408e-02,5.033497e-02,-8.900733e-11,-2.500000e-08,-9.139184e-11,-2.500000e-08,-9.139184e-11,5.033497e-02,-8.900733e-11
0.045642,9.599198,-0.374709,9.224489,9.224489e-03,4.011211e-02,4.934646e-02,-9.032560e-11,-2.500000e-08,-8.854600e-11,-2.500000e-08,-8.854600e-11,4.934646e-02,-9.032560e-11
0.045650,9.601937,-0.374188,9.227749,9.227749e-03,3.912453e-02,4.836225e-02,-9.167501e-11,-2.500000e-08,-8.570672e-11,-2.500000e-08,-8.570672e-11,4.836225e-02,-9.167501e-11
0.045658,9.604587,-0.373659,9.230928,9.230928e-03,3.814150e-02,4.738252e-02,-9.305646e-11,-2.500000e-08,-8.287416e-11,-2.500000e-08,-8.287416e-11,4.738252e-02,-9.305646e-11
0.045667,9.607146,-0.373121,9.234025,9.234025e-03,3.716318e-02,4.640741e-02,-9.447088e-11,-2.500000e-08,-8.004852e-11,-2.500000e-08,-8.004852e-11,4.640741e-02,-9.447088e-11
0.045675,9.609616,-0.372575,9.237040,9.237040e-03,3.618973e-02,4.543709e-02,-9.591921e-11,-2.500000e-08,-7.722997e-11,-2.500000e-08,-7.722997e-11,4.543709e-02,-9.591921e-11
0.045683,9.611996,-0.372020,9.239976,9.239976e-03,3.522132e-02,4.447172e-02,-9.740242e-11,-2.500000e-08,-7.441872e-11,-2.500000e-08,-7.441872e-11,4.447172e-02,-9.740242e-11
0.045692,9.614286,-0.371456,9.242830,9.242830e-03,3.425812e-02,4.351149e-02,-9.892152e-11,-2.500000e-08,-7.161495e-11,-2.500000e-08,-7.161495e-11,4.351149e-02,-9.892152e-11
0.045700,9.616487,-0.370882,9.245605,9.245605e-03,3.330030e-02,4.255656e-02,-1.004775e-10,-2.500000e-08,-6.881889e-11,-2.500000e-08,-6.881889e-11,4.255656e-02,-1.004775e-10
0.045708,9.618600,-0.370299,9.248301,9.248301e-03,3.234805e-02,4.160713e-02,-1.020715e-10,-2.500000e-08,-6.603073e-11,-2.500000e-08,-6.603073e-11,4.160713e-02,-1.020715e-10
0.045717,9.620624,-0.369706,9.250918,9.250918e-03,3.140155e-02,4.066337e-02,-1.037045e-10,-2.500000e-08,-6.325069e-11,-2.500000e-08,-6.325069e-11,4.066337e-02,-1.037045e-10
0.045725,9.622559,-0.369103,9.253456,9.253456e-03,3.046100e-02,3.972547e-02,-1.053776e-10,-2.500000e-08,-6.047901e-11,-2.500000e-08,-6.047901e-11,3.972547e-02,-1.053776e-10
0.045733,9.624406,-0.368489,9.255917,9.255917e-03,2.952659e-02,3.879364e-02,-1.070920e-10,-2.500000e-08,-5.771591e-11,-2.500000e-08,-5.771591e-11,3.879364e-02,-1.070920e-10
0.045742,9.626165,-0.367865,9.258300,9.258300e-03,2.859852e-02,3.786807e-02,-1.088488e-10,-2.500000e-08,-5.496162e-11,-2.500000e-08,-5.496162e-11,3.786807e-02,-1.088488e-10
0.045750,9.627836,-0.367230,9.260606,9.260606e-03,2.767700e-02,3.694897e-02,-1.106491e-10,-2.500000e-08,-5.221640e-11,-2.500000e-08,-5.221640e-11,3.694897e-02,-1.106491e-10
0.045758,9.629420,-0.366583,9.262837,9.262837e-03,2.676223e-02,3.603654e-02,-1.124942e-10,-2.500000e-08,-4.948049e-11,-2.500000e-08,-4.948049e-11,3.603654e-02,-1.124942e-10
0.045767,9.630917,-0.365925,9.264991,9.264991e-03,2.585443e-02,3.513102e-02,-1.143852e-10,-2.500000e-08,-4.675414e-11,-2.500000e-08,-4.675414e-11,3.513102e-02,-1.143852e-10
0.045775,9.632326,-0.365256,9.267071,9.267071e-03,2.495382e-02,3.423260e-02,-1.163234e-10,-2.500000e-08,-4.403763e-11,-2.500000e-08,-4.403763e-11,3.423260e-02,-1.163234e-10
0.045783,9.633650,-0.364574,9.269076,9.269076e-03,2.406063e-02,3.334153e-02,-1.183101e-10,-2.500000e-08,-4.133123e-11,-2.500000e-08,-4.133123e-11,3.334153e-02,-1.183101e-10
0.045792,9.634887,-0.363880,9.271007,9.271007e-03,2.317508e-02,3.245803e-02,-1.203466e-10,-2.500000e-08,-3.863520e-11,-2.500000e-08,-3.863520e-11,3.245803e-02,-1.203466e-10
0.045800,9.636038,-0.363173,9.272865,9.272865e-03,2.229740e-02,3.158232e-02,-1.224341e-10,-2.500000e-08,-3.594984e-11,-2.500000e-08,-3.594984e-11,3.158232e-02,-1.224341e-10
0.045808,9.637103,-0.362453,9.274651,9.274651e-03,2.142785e-02,3.071467e-02,-1.245739e-10,-2.500000e-08,-3.327542e-11,-2.500000e-08,-3.327542e-11,3.071467e-02,-1.245739e-10
0.045817,9.638084,-0.361719,9.276365,9.276365e-03,2.056665e-02,2.985529e-02,-1.267673e-10,-2.500000e-08,-3.061226e-11,-2.500000e-08,-3.061226e-11,2.985529e-02,-1.267673e-10
0.045825,9.638979,-0.360972,9.278007,9.278007e-03,1.971406e-02,2.900445e-02,-1.290158e-10,-2.500000e-08,-2.796064e-11,-2.500000e-08,-2.796064e-11,2.900445e-02,-1.290158e-10
0.045833,9.639790,-0.360210,9.279580,9.279580e-03,1.887032e-02,2.816239e-02,-1.313206e-10,-2.500000e-08,-2.532087e-11,-2.500000e-08,-2.532087e-11,2.816239e-02,-1.313206e-10
0.045842,9.640517,-0.359434,9.281083,9.281083e-03,1.803569e-02,2.732936e-02,-1.336832e-10,-2.500000e-08,-2.269327e-11,-2.500000e-08,-2.269327e-11,2.732936e-02,-1.336832e-10
0.045850,9.641160,-0.358643,9.282517,9.282517e-03,1.721042e-02,2.650563e-02,-1.361048e-10,-2.500000e-08,-2.007815e-11,-2.500000e-08,-2.007815e-11,2.650563e-02,-1.361048e-10
0.045858,9.641720,-0.357836,9.283883,9.283883e-03,1.639479e-02,2.569146e-02,-1.385868e-10,-2.500000e-08,-1.747582e-11,-2.500000e-08,-1.747582e-11,2.569146e-02,-1.385868e-10
0.045867,9.642196,-0.357014,9.285182,9.285182e-03,1.558904e-02,2.488711e-02,-1.411306e-10,-2.500000e-08,-1.488663e-11,-2.500000e-08,-1.488663e-11,2.488711e-02,-1.411306e-10
0.045875,9.642591,-0.356176,9.286415,9.286415e-03,1.479344e-02,2.409284e-02,-1.437376e-10,-2.500000e-08,-1.231088e-11,-2.500000e-08,-1.231088e-11,2.409284e-02,-1.437376e-10
0.045883,9.642903,-0.355320,9.287583,9.287583e-03,1.400827e-02,2.330892e-02,-1.464090e-10,-2.500000e-08,-9.748916e-12,-2.500000e-08,-9.748916e-12,2.330892e-02,-1.464090e-10
0.045892,9.643134,-0.354448,9.288685,9.288685e-03,1.323379e-02,2.253562e-02,-1.491463e-10,-2.500000e-08,-7.201067e-12,-2.500000e-08,-7.201067e-12,2.253562e-02,-1.491463e-10
0.045900,9.643283,-0.353559,9.289725,9.289725e-03,1.247027e-02,2.177321e-02,-1.519507e-10,-2.500000e-08,-4.667668e-12,-2.500000e-08,-4.667668e-12,2.177321e-02,-1.519507e-10
0.045908,9.643352,-0.352651,9.290701,9.290701e-03,1.171798e-02,2.102197e-02,-1.548236e-10,-2.500000e-08,-2.149053e-12,-2.500000e-08,-2.149053e-12,2.102197e-02,-1.548236e-10
0.045917,9.643341,-0.351725,9.291616,9.291616e-03,1.097718e-02,2.028215e-02,-1.577662e-10,-2.500000e-08,3.544432e-13,-2.500000e-08,3.544432e-13,2.028215e-02,-1.577662e-10
0.045925,9.643250,-0.350780,9.292470,9.292470e-03,1.024815e-02,1.955403e-02,-1.607797e-10,-2.500000e-08,2.842486e-12,-2.500000e-08,2.842486e-12,1.955403e-02,-1.607797e-10
0.045933,9.643079,-0.349815,9.293264,9.293264e-03,9.531148e-03,1.883788e-02,-1.638654e-10,-2.500000e-08,5.314743e-12,-2.500000e-08,5.314743e-12,1.883788e-02,-1.638654e-10
0.045942,9.642831,-0.348831,9.294000,9.294000e-03,8.826442e-03,1.813396e-02,-1.670243e-10,-2.500000e-08,7.770886e-12,-2.500000e-08,7.770886e-12,1.813396e-02,-1.670243e-10
0.045950,9.642503,-0.347826,9.294678,9.294678e-03,8.134289e-03,1.744252e-02,-1.702576e-10,-2.500000e-08,1.021059e-11,-2.500000e-08,1.021059e-11,1.744252e-02,-1.702576e-10
0.045958,9.642099,-0.346800,9.295299,9.295299e-03,7.454944e-03,1.676382e-02,-1.735664e-10,-2.500000e-08,1.263353e-11,-2.500000e-08,1.263353e-11,1.676382e-02,-1.735664e-10
0.045967,9.641617,-0.345753,9.295865,9.295865e-03,6.788657e-03,1.609812e-02,-1.769515e-10,-2.500000e-08,1.503940e-11,-2.500000e-08,1.503940e-11,1.609812e-02,-1.769515e-10
0.045975,9.641059,-0.344683,9.296376,9.296376e-03,6.135671e-03,1.544566e-02,-1.804139e-10,-2.500000e-08,1.742789e-11,-2.500000e-08,1.742789e-11,1.544566e-02,-1.804139e-10
0.045983,9.640425,-0.343591,9.296834,9.296834e-03,5.496223e-03,1.480668e-02,-1.839544e-10,-2.500000e-08,1.979871e-11,-2.500000e-08,1.979871e-11,1.480668e-02,-1.839544e-10
0.045992,9.639715,-0.342475,9.297240,9.297240e-03,4.870538e-03,1.418139e-02,-1.875738e-10,-2.500000e-08,2.215156e-11,-2.500000e-08,2.215156e-11,1.418139e-02,-1.875738e-10
0.046000,9.638931,-0.341336,9.297595,9.297595e-03,4.258835e-03,1.357002e-02,-1.912726e-10,-2.500000e-08,2.448618e-11,-2.500000e-08,2.448618e-11,1.357002e-02,-1.912726e-10
0.046008,9.638073,-0.340173,9.297900,9.297900e-03,3.661322e-03,1.297279e-02,-1.950515e-10,-2.500000e-08,2.680229e-11,-2.500000e-08,2.680229e-11,1.297279e-02,-1.950515e-10
0.046017,9.637141,-0.338984,9.298156,9.298156e-03,3.078192e-03,1.238988e-02,-1.989107e-10,-2.500000e-08,2.909966e-11,-2.500000e-08,2.909966e-11,1.238988e-02,-1.989107e-10
0.046025,9.636136,-0.337770,9.298365,9.298365e-03,2.509627e-03,1.182147e-02,-2.028507e-10,-2.500000e-08,3.137806e-11,-2.500000e-08,3.137806e-11,1.182147e-02,-2.028507e-10
0.046033,9.635059,-0.336530,9.298528,9.298528e-03,1.955797e-03,1.126774e-02,-2.068715e-10,-2.500000e-08,3.363726e-11,-2.500000e-08,3.363726e-11,1.126774e-02,-2.068715e-10
0.046042,9.633910,-0.335263,9.298646,9.298646e-03,1.416851e-03,1.072884e-02,-2.109733e-10,-2.500000e-08,3.587708e-11,-2.500000e-08,3.587708e-11,1.072884e-02,-2.109733e-10
0.046050,9.632690,-0.333969,9.298721,9.298721e-03,8.929276e-04,1.020490e-02,-2.151559e-10,-2.500000e-08,3.809735e-11,-2.500000e-08,3.809735e-11,1.020490e-02,-2.151559e-10
0.046058,9.631400,-0.332647,9.298753,9.298753e-03,3.841430e-04,9.696046e-03,-2.194191e-10,-2.500000e-08,4.029792e-11,-2.500000e-08,4.029792e-11,9.696046e-03,-2.194191e-10
0.046067,9.630040,-0.331296,9.298744,9.298744e-03,-1.094034e-04,9.202376e-03,-2.237625e-10,-2.500000e-08,4.247865e-11,-2.500000e-08,4.247865e-11,9.202376e-03,-2.237625e-10
0.046075,9.628611,-0.329916,9.298695,9.298695e-03,-5.876325e-04,8.723971e-03,-2.281854e-10,-2.500000e-08,4.463946e-11,-2.500000e-08,4.463946e-11,8.723971e-03,-2.281854e-10
0.046083,9.627113,-0.328506,9.298607,9.298607e-03,-1.050486e-03,8.260890e-03,-2.326872e-10,-2.500000e-08,4.678025e-11,-2.500000e-08,4.678025e-11,8.260890e-03,-2.326872e-10
0.046092,9.625548,-0.327066,9.298482,9.298482e-03,-1.497927e-03,7.813170e-03,-2.372669e-10,-2.500000e-08,4.890100e-11,-2.500000e-08,4.890100e-11,7.813170e-03,-2.372669e-10
0.046100,9.623916,-0.325594,9.298322,9.298322e-03,-1.929943e-03,7.380826e-03,-2.419234e-10,-2.500000e-08,5.100168e-11,-2.500000e-08,5.100168e-11,7.380826e-03,-2.419234e-10
0.046108,9.622217,-0.324091,9.298126,9.298126e-03,-2.346543e-03,6.963850e-03,-2.466556e-10,-2.500000e-08,5.308229e-11,-2.500000e-08,5.308229e-11,6.963850e-03,-2.466556e-10
0.046117,9.620452,-0.322555,9.297897,9.297897e-03,-2.747761e-03,6.562209e-03,-2.514618e-10,-2.500000e-08,5.514289e-11,-2.500000e-08,5.514289e-11,6.562209e-03,-2.514618e-10
0.046125,9.618623,-0.320987,9.297636,9.297636e-03,-3.133656e-03,6.175847e-03,-2.563406e-10,-2.500000e-08,5.718356e-11,-2.500000e-08,5.718356e-11,6.175847e-03,-2.563406e-10
0.046133,9.616729,-0.319385,9.297344,9.297344e-03,-3.504310e-03,5.804681e-03,-2.612901e-10,-2.500000e-08,5.920438e-11,-2.500000e-08,5.920438e-11,5.804681e-03,-2.612901e-10
0.046142,9.614770,-0.317748,9.297022,9.297022e-03,-3.859833e-03,5.448604e-03,-2.663084e-10,-2.500000e-08,6.120551e-11,-2.500000e-08,6.120551e-11,5.448604e-03,-2.663084e-10
0.046150,9.612749,-0.316077,9.296672,9.296672e-03,-4.200359e-03,5.107484e-03,-2.713931e-10,-2.500000e-08,6.318712e-11,-2.500000e-08,6.318712e-11,5.107484e-03,-2.713931e-10
0.046158,9.610665,-0.314370,9.296295,9.296295e-03,-4.526047e-03,4.781164e-03,-2.765421e-10,-2.500000e-08,6.514940e-11,-2.500000e-08,6.514940e-11,4.781164e-03,-2.765421e-10
0.046167,9.608519,-0.312628,9.295892,9.295892e-03,-4.837081e-03,4.469461e-03,-2.817527e-10,-2.500000e-08,6.709259e-11,-2.500000e-08,6.709259e-11,4.469461e-03,-2.817527e-10
0.046175,9.606312,-0.310848,9.295464,9.295464e-03,-5.133671e-03,4.172167e-03,-2.870224e-10,-2.500000e-08,6.901697e-11,-2.500000e-08,6.901697e-11,4.172167e-03,-2.870224e-10
0.046183,9.604045,-0.309032,9.295013,9.295013e-03,-5.416051e-03,3.889051e-03,-2.923483e-10,-2.500000e-08,7.092283e-11,-2.500000e-08,7.092283e-11,3.889051e-03,-2.923483e-10
0.046192,9.601717,-0.307178,9.294539,9.294539e-03,-5.684475e-03,3.619859e-03,-2.977273e-10,-2.500000e-08,7.281049e-11,-2.500000e-08,7.281049e-11,3.619859e-03,-2.977273e-10
0.046200,9.599329,-0.305285,9.294044,9.294044e-03,-5.939224e-03,3.364314e-03,-3.031565e-10,-2.500000e-08,7.468032e-11,-2.500000e-08,7.468032e-11,3.364314e-03,-3.031565e-10
0.046208,9.596883,-0.303354,9.293529,9.293529e-03,-6.180599e-03,3.122116e-03,-3.086324e-10,-2.500000e-08,7.653270e-11,-2.500000e-08,7.653270e-11,3.122116e-03,-3.086324e-10
0.046217,9.594378,-0.301383,9.292995,9.292995e-03,-6.408919e-03,2.892948e-03,-3.141519e-10,-2.500000e-08,7.836804e-11,-2.500000e-08,7.836804e-11,2.892948e-03,-3.141519e-10
0.046225,9.591816,-0.299373,9.292443,9.292443e-03,-6.624524e-03,2.676472e-03,-3.197113e-10,-2.500000e-08,8.018677e-11,-2.500000e-08,8.018677e-11,2.676472e-03,-3.197113e-10
0.046233,9.589196,-0.297322,9.291874,9.291874e-03,-6.827771e-03,2.472333e-03,-3.253073e-10,-2.500000e-08,8.198936e-11,-2.500000e-08,8.198936e-11,2.472333e-03,-3.253073e-10
0.046242,9.586519,-0.295230,9.291289,9.291289e-03,-7.019034e-03,2.280160e-03,-3.309360e-10,-2.500000e-08,8.377628e-11,-2.500000e-08,8.377628e-11,2.280160e-03,-3.309360e-10
0.046250,9.583786,-0.293097,9.290689,9.290689e-03,-7.198698e-03,2.099569e-03,-3.365938e-10,-2.500000e-08,8.554802e-11,-2.500000e-08,8.554802e-11,2.099569e-03,-3.365938e-10
0.046258,9.580998,-0.290922,9.290075,9.290075e-03,-7.367163e-03,1.930164e-03,-3.422771e-10,-2.500000e-08,8.730511e-11,-2.500000e-08,8.730511e-11,1.930164e-03,-3.422771e-10
0.046267,9.578154,-0.288706,9.289448,9.289448e-03,-7.524837e-03,1.771536e-03,-3.479819e-10,-2.500000e-08,8.904806e-11,-2.500000e-08,8.904806e-11,1.771536e-03,-3.479819e-10
0.046275,9.575255,-0.286446,9.288809,9.288809e-03,-7.672138e-03,1.623270e-03,-3.537046e-10,-2.500000e-08,9.077742e-11,-2.500000e-08,9.077742e-11,1.623270e-03,-3.537046e-10
0.046283,9.572302,-0.284144,9.288158,9.288158e-03,-7.809491e-03,1.484944e-03,-3.594414e-10,-2.500000e-08,9.249372e-11,-2.500000e-08,9.249372e-11,1.484944e-03,-3.594414e-10
0.046292,9.569295,-0.281798,9.287497,9.287497e-03,-7.937324e-03,1.356131e-03,-3.651884e-10,-2.500000e-08,9.419752e-11,-2.500000e-08,9.419752e-11,1.356131e-03,-3.651884e-10
0.046300,9.566234,-0.279409,9.286825,9.286825e-03,-8.056068e-03,1.236401e-03,-3.709420e-10,-2.500000e-08,9.588937e-11,-2.500000e-08,9.588937e-11,1.236401e-03,-3.709420e-10
0.046308,9.563121,-0.276976,9.286145,9.286145e-03,-8.166155e-03,1.125325e-03,-3.766984e-10,-2.500000e-08,9.756982e-11,-2.500000e-08,9.756982e-11,1.125325e-03,-3.766984e-10
0.046317,9.559954,-0.274498,9.285456,9.285456e-03,-8.268016e-03,1.022473e-03,-3.824541e-10,-2.500000e-08,9.923944e-11,-2.500000e-08,9.923944e-11,1.022473e-03,-3.824541e-10
0.046325,9.556735,-0.271976,9.284759,9.284759e-03,-8.362078e-03,9.274192e-04,-3.882054e-10,-2.500000e-08,1.008988e-10,-2.500000e-08,1.008988e-10,9.274192e-04,-3.882054e-10
0.046333,9.553464,-0.269409,9.284055,9.284055e-03,-8.448763e-03,8.397424e-04,-3.939488e-10,-2.500000e-08,1.025483e-10,-2.500000e-08,1.025483e-10,8.397424e-04,-3.939488e-10
0.046342,9.550141,-0.266797,9.283344,9.283344e-03,-8.528489e-03,7.590272e-04,-3.996811e-10,-2.500000e-08,1.041887e-10,-2.500000e-08,1.041887e-10,7.590272e-04,-3.996811e-10
0.046350,9.546766,-0.264139,9.282627,9.282627e-03,-8.601664e-03,6.848662e-04,-4.053989e-10,-2.500000e-08,1.058204e-10,-2.500000e-08,1.058204e-10,6.848662e-04,-4.053989e-10
0.046358,9.543341,-0.261436,9.281905,9.281905e-03,-8.668687e-03,6.168612e-04,-4.110990e-10,-2.500000e-08,1.074439e-10,-2.500000e-08,1.074439e-10,6.168612e-04,-4.110990e-10
0.046367,9.539864,-0.258687,9.281177,9.281177e-03,-8.729947e-03,5.546243e-04,-4.167785e-10,-2.500000e-08,1.090598e-10,-2.500000e-08,1.090598e-10,5.546243e-04,-4.167785e-10
0.046375,9.536337,-0.255891,9.280445,9.280445e-03,-8.785820e-03,4.977793e-04,-4.224343e-10,-2.500000e-08,1.106684e-10,-2.500000e-08,1.106684e-10,4.977793e-04,-4.224343e-10
0.046383,9.532759,-0.253050,9.279709,9.279709e-03,-8.836672e-03,4.459624e-04,-4.280637e-10,-2.500000e-08,1.122704e-10,-2.500000e-08,1.122704e-10,4.459624e-04,-4.280637e-10
0.046392,9.529131,-0.250162,9.278969,9.278969e-03,-8.882853e-03,3.988232e-04,-4.336641e-10,-2.500000e-08,1.138660e-10,-2.500000e-08,1.138660e-10,3.988232e-04,-4.336641e-10
0.046400,9.525453,-0.247228,9.278225,9.278225e-03,-8.924700e-03,3.560251e-04,-4.392329e-10,-2.500000e-08,1.154559e-10,-2.500000e-08,1.154559e-10,3.560251e-04,-4.392329e-10
0.046408,9.521725,-0.244247,9.277478,9.277478e-03,-8.962536e-03,3.172463e-04,-4.447678e-10,-2.500000e-08,1.170403e-10,-2.500000e-08,1.170403e-10,3.172463e-04,-4.447678e-10
0.046417,9.517948,-0.241220,9.276728,9.276728e-03,-8.996667e-03,2.821800e-04,-4.502667e-10,-2.500000e-08,1.186197e-10,-2.500000e-08,1.186197e-10,2.821800e-04,-4.502667e-10
0.046425,9.514121,-0.238145,9.275976,9.275976e-03,-9.027386e-03,2.505346e-04,-4.557273e-10,-2.500000e-08,1.201944e-10,-2.500000e-08,1.201944e-10,2.505346e-04,-4.557273e-10
0.046433,9.510245,-0.235024,9.275222,9.275222e-03,-9.054968e-03,2.220339e-04,-4.611478e-10,-2.500000e-08,1.217649e-10,-2.500000e-08,1.217649e-10,2.220339e-04,-4.611478e-10
0.046442,9.506320,-0.231855,9.274465,9.274465e-03,-9.079675e-03,1.964172e-04,-4.665265e-10,-2.500000e-08,1.233314e-10,-2.500000e-08,1.233314e-10,1.964172e-04,-4.665265e-10
0.046450,9.502346,-0.228639,9.273706,9.273706e-03,-9.101752e-03,1.734390e-04,-4.718616e-10,-2.500000e-08,1.248942e-10,-2.500000e-08,1.248942e-10,1.734390e-04,-4.718616e-10
0.046458,9.498323,-0.225376,9.272946,9.272946e-03,-9.121428e-03,1.528691e-04,-4.771517e-10,-2.500000e-08,1.264537e-10,-2.500000e-08,1.264537e-10,1.528691e-04,-4.771517e-10
0.046467,9.494251,-0.222066,9.272185,9.272185e-03,-9.138919e-03,1.344924e-04,-4.823954e-10,-2.500000e-08,1.280101e-10,-2.500000e-08,1.280101e-10,1.344924e-04,-4.823954e-10
0.046475,9.490131,-0.218709,9.271422,9.271422e-03,-9.154426e-03,1.181081e-04,-4.875915e-10,-2.500000e-08,1.295638e-10,-2.500000e-08,1.295638e-10,1.181081e-04,-4.875915e-10
0.046483,9.485962,-0.215304,9.270658,9.270658e-03,-9.168135e-03,1.035295e-04,-4.927388e-10,-2.500000e-08,1.311148e-10,-2.500000e-08,1.311148e-10,1.035295e-04,-4.927388e-10
0.046492,9.481745,-0.211852,9.269893,9.269893e-03,-9.180218e-03,9.058389e-05,-4.978364e-10,-2.500000e-08,1.326635e-10,-2.500000e-08,1.326635e-10,9.058389e-05,-4.978364e-10
0.046500,9.477479,-0.208352,9.269127,9.269127e-03,-9.190835e-03,7.911140e-05,-5.028834e-10,-2.500000e-08,1.342100e-10,-2.500000e-08,1.342100e-10,7.911140e-05,-5.028834e-10
0.046508,9.473166,-0.204805,9.268360,9.268360e-03,-9.200133e-03,6.896487e-05,-5.078789e-10,-2.500000e-08,1.357545e-10,-2.500000e-08,1.357545e-10,6.896487e-05,-5.078789e-10
0.046517,9.468804,-0.201211,9.267593,9.267593e-03,-9.208246e-03,6.000905e-05,-5.128224e-10,-2.500000e-08,1.372973e-10,-2.500000e-08,1.372973e-10,6.000905e-05,-5.128224e-10
0.046525,9.464394,-0.197569,9.266825,9.266825e-03,-9.215299e-03,5.212006e-05,-5.177133e-10,-2.500000e-08,1.388384e-10,-2.500000e-08,1.388384e-10,5.212006e-05,-5.177133e-10
