time,V1,V2,V3,I_R,I_C,I_D1_res,I_D1_cap,I_D2_res,I_D2_cap,I_D3_res,I_D3_cap,I_D4_res,I_D4_cap
0.027367,8.262831,0.478208,8.741039,8.741039e-03,-8.741088e-03,-2.500000e-08,9.433512e-10,-2.500000e-08,-3.192529e-10,-2.500000e-08,-3.192529e-10,-2.500000e-08,9.433512e-10
0.027375,8.272307,0.468003,8.740311,8.740311e-03,-8.740360e-03,-2.500000e-08,9.438869e-10,-2.500000e-08,-3.177961e-10,-2.500000e-08,-3.177961e-10,-2.500000e-08,9.438869e-10
0.027383,8.281745,0.457837,8.739582,8.739582e-03,-8.739632e-03,-2.500000e-08,9.444207e-10,-2.500000e-08,-3.163384e-10,-2.500000e-08,-3.163384e-10,-2.500000e-08,9.444207e-10
0.027392,8.291144,0.447710,8.738854,8.738854e-03,-8.738903e-03,-2.500000e-08,9.449525e-10,-2.500000e-08,-3.148798e-10,-2.500000e-08,-3.148798e-10,-2.500000e-08,9.449525e-10
0.027400,8.300505,0.437621,8.738126,8.738126e-03,-8.738175e-03,-2.500000e-08,9.454823e-10,-2.500000e-08,-3.134202e-10,-2.500000e-08,-3.134202e-10,-2.500000e-08,9.454823e-10
0.027408,8.309827,0.427571,8.737398,8.737398e-03,-8.737447e-03,-2.500000e-08,9.460102e-10,-2.500000e-08,-3.119596e-10,-2.500000e-08,-3.119596e-10,-2.500000e-08,9.460102e-10
0.027417,8.319110,0.417560,8.736670,8.736670e-03,-8.736719e-03,-2.500000e-08,9.465361e-10,-2.500000e-08,-3.104982e-10,-2.500000e-08,-3.104982e-10,-2.500000e-08,9.465361e-10
0.027425,8.328354,0.407588,8.735942,8.735942e-03,-8.735991e-03,-2.500000e-08,9.470601e-10,-2.500000e-08,-3.090358e-10,-2.500000e-08,-3.090358e-10,-2.500000e-08,9.470601e-10
0.027433,8.337559,0.397655,8.735214,8.735214e-03,-8.735263e-03,-2.499999e-08,9.475822e-10,-2.500000e-08,-3.075725e-10,-2.500000e-08,-3.075725e-10,-2.499999e-08,9.475822e-10
0.027442,8.346725,0.387761,8.734486,8.734486e-03,-8.734535e-03,-2.499999e-08,9.481023e-10,-2.500000e-08,-3.061083e-10,-2.500000e-08,-3.061083e-10,-2.499999e-08,9.481023e-10
0.027450,8.355851,0.377907,8.733758,8.733758e-03,-8.733807e-03,-2.499999e-08,9.486204e-10,-2.500000e-08,-3.046432e-10,-2.500000e-08,-3.046432e-10,-2.499999e-08,9.486204e-10
0.027458,8.364938,0.368092,8.733030,8.733030e-03,-8.733080e-03,-2.499998e-08,9.491367e-10,-2.500000e-08,-3.031772e-10,-2.500000e-08,-3.031772e-10,-2.499998e-08,9.491367e-10
0.027467,8.373986,0.358316,8.732303,8.732303e-03,-8.732352e-03,-2.499998e-08,9.496511e-10,-2.500000e-08,-3.017102e-10,-2.500000e-08,-3.017102e-10,-2.499998e-08,9.496511e-10
0.027475,8.382994,0.348580,8.731575,8.731575e-03,-8.731624e-03,-2.499997e-08,9.501635e-10,-2.500000e-08,-3.002424e-10,-2.500000e-08,-3.002424e-10,-2.499997e-08,9.501635e-10
0.027483,8.391963,0.338884,8.730847,8.730847e-03,-8.730897e-03,-2.499995e-08,9.506740e-10,-2.500000e-08,-2.987737e-10,-2.500000e-08,-2.987737e-10,-2.499995e-08,9.506740e-10
0.027492,8.400892,0.329228,8.730120,8.730120e-03,-8.730169e-03,-2.499993e-08,9.511827e-10,-2.500000e-08,-2.973041e-10,-2.500000e-08,-2.973041e-10,-2.499993e-08,9.511827e-10
0.027500,8.409781,0.319611,8.729392,8.729392e-03,-8.729442e-03,-2.499989e-08,9.516895e-10,-2.500000e-08,-2.958336e-10,-2.500000e-08,-2.958336e-10,-2.499989e-08,9.516895e-10
0.027508,8.418630,0.310035,8.728665,8.728665e-03,-8.728714e-03,-2.499985e-08,9.521944e-10,-2.500000e-08,-2.943622e-10,-2.500000e-08,-2.943622e-10,-2.499985e-08,9.521944e-10
0.027517,8.427440,0.300498,8.727938,8.727938e-03,-8.727987e-03,-2.499978e-08,9.526974e-10,-2.500000e-08,-2.928900e-10,-2.500000e-08,-2.928900e-10,-2.499978e-08,9.526974e-10
0.027525,8.436209,0.291002,8.727210,8.727210e-03,-8.727260e-03,-2.499968e-08,9.531986e-10,-2.500000e-08,-2.914168e-10,-2.500000e-08,-2.914168e-10,-2.499968e-08,9.531986e-10
0.027533,8.444938,0.281545,8.726483,8.726483e-03,-8.726533e-03,-2.499953e-08,9.536979e-10,-2.500000e-08,-2.899428e-10,-2.500000e-08,-2.899428e-10,-2.499953e-08,9.536979e-10
0.027542,8.453627,0.272129,8.725756,8.725756e-03,-8.725805e-03,-2.499933e-08,9.541954e-10,-2.500000e-08,-2.884680e-10,-2.500000e-08,-2.884680e-10,-2.499933e-08,9.541954e-10
0.027550,8.462275,0.262754,8.725029,8.725029e-03,-8.725078e-03,-2.499904e-08,9.546911e-10,-2.500000e-08,-2.869923e-10,-2.500000e-08,-2.869923e-10,-2.499904e-08,9.546911e-10
0.027558,8.470883,0.253419,8.724302,8.724302e-03,-8.724351e-03,-2.499862e-08,9.551849e-10,-2.500000e-08,-2.855157e-10,-2.500000e-08,-2.855157e-10,-2.499862e-08,9.551849e-10
0.027567,8.479450,0.244124,8.723575,8.723575e-03,-8.723624e-03,-2.499802e-08,9.556770e-10,-2.500000e-08,-2.840382e-10,-2.500000e-08,-2.840382e-10,-2.499802e-08,9.556770e-10
0.027575,8.487977,0.234871,8.722848,8.722848e-03,-8.722897e-03,-2.499717e-08,9.561672e-10,-2.500000e-08,-2.825600e-10,-2.500000e-08,-2.825600e-10,-2.499717e-08,9.561672e-10
0.027583,8.496463,0.225658,8.722121,8.722121e-03,-8.722171e-03,-2.499596e-08,9.566556e-10,-2.500000e-08,-2.810808e-10,-2.500000e-08,-2.810808e-10,-2.499596e-08,9.566556e-10
0.027592,8.504909,0.216486,8.721394,8.721394e-03,-8.721444e-03,-2.499423e-08,9.571423e-10,-2.500000e-08,-2.796009e-10,-2.500000e-08,-2.796009e-10,-2.499423e-08,9.571423e-10
0.027600,8.513313,0.207354,8.720668,8.720668e-03,-8.720717e-03,-2.499179e-08,9.576272e-10,-2.500000e-08,-2.781201e-10,-2.500000e-08,-2.781201e-10,-2.499179e-08,9.576272e-10
0.027608,8.521677,0.198264,8.719941,8.719941e-03,-8.719990e-03,-2.498833e-08,9.581104e-10,-2.500000e-08,-2.766384e-10,-2.500000e-08,-2.766384e-10,-2.498833e-08,9.581104e-10
0.027617,8.529999,0.189215,8.719214,8.719214e-03,-8.719264e-03,-2.498344e-08,9.585918e-10,-2.500000e-08,-2.751560e-10,-2.500000e-08,-2.751560e-10,-2.498344e-08,9.585918e-10
0.027625,8.538281,0.180207,8.718488,8.718488e-03,-8.718537e-03,-2.497654e-08,9.590714e-10,-2.500000e-08,-2.736727e-10,-2.500000e-08,-2.736727e-10,-2.497654e-08,9.590714e-10
0.027633,8.546521,0.171240,8.717761,8.717761e-03,-8.717811e-03,-2.496681e-08,9.595494e-10,-2.500000e-08,-2.721886e-10,-2.500000e-08,-2.721886e-10,-2.496681e-08,9.595494e-10
0.027642,8.554720,0.162315,8.717035,8.717035e-03,-8.717084e-03,-2.495312e-08,9.600257e-10,-2.500000e-08,-2.707036e-10,-2.500000e-08,-2.707036e-10,-2.495312e-08,9.600257e-10
0.027650,8.562877,0.153431,8.716309,8.716309e-03,-8.716358e-03,-2.493390e-08,9.605002e-10,-2.500000e-08,-2.692179e-10,-2.500000e-08,-2.692179e-10,-2.493390e-08,9.605002e-10
0.027658,8.570993,0.144589,8.715582,8.715582e-03,-8.715632e-03,-2.490694e-08,9.609731e-10,-2.500000e-08,-2.677314e-10,-2.500000e-08,-2.677314e-10,-2.490694e-08,9.609731e-10
0.027667,8.579068,0.135788,8.714856,8.714856e-03,-8.714905e-03,-2.486920e-08,9.614443e-10,-2.500000e-08,-2.662440e-10,-2.500000e-08,-2.662440e-10,-2.486920e-08,9.614443e-10
0.027675,8.587100,0.127029,8.714130,8.714130e-03,-8.714179e-03,-2.481644e-08,9.619139e-10,-2.500000e-08,-2.647559e-10,-2.500000e-08,-2.647559e-10,-2.481644e-08,9.619139e-10
0.027683,8.595092,0.118312,8.713404,8.713404e-03,-8.713453e-03,-2.474282e-08,9.623819e-10,-2.500000e-08,-2.632669e-10,-2.500000e-08,-2.632669e-10,-2.474282e-08,9.623819e-10
0.027692,8.603041,0.109637,8.712678,8.712678e-03,-8.712727e-03,-2.464027e-08,9.628482e-10,-2.500000e-08,-2.617772e-10,-2.500000e-08,-2.617772e-10,-2.464027e-08,9.628482e-10
0.027700,8.610948,0.101003,8.711952,8.711952e-03,-8.712000e-03,-2.449763e-08,9.633129e-10,-2.500000e-08,-2.602867e-10,-2.500000e-08,-2.602867e-10,-2.449763e-08,9.633129e-10
