Time (s),Source Voltage (V),Node 1 Voltage (V),Node 2 Voltage (V),Resistor Voltage (V),Resistor Current (A),Diode Current (A)
0.002193,4.682749,-4.682749,-4.682749,-0.000000,-1.110489e-14,0.000000e+00
0.002194,4.693669,-4.693669,-4.693669,-0.000000,-1.091927e-14,0.000000e+00
0.002195,4.704404,-4.704404,-4.704404,-0.000000,-1.073541e-14,0.000000e+00
0.002196,4.714953,-4.714953,-4.714953,-0.000000,-1.054978e-14,0.000000e+00
0.002197,4.725315,-4.725315,-4.725315,-0.000000,-1.036238e-14,0.000000e+00
0.002198,4.735492,-4.735492,-4.735492,-0.000000,-1.017586e-14,0.000000e+00
0.002199,4.745481,-4.745481,-4.745481,-0.000000,-9.989343e-15,0.000000e+00
0.002200,4.755283,-4.755283,-4.755283,-0.000000,-9.801937e-15,0.000000e+00
0.002201,4.764897,-4.764897,-4.764897,-0.000000,-9.613643e-15,0.000000e+00
0.002202,4.774323,-4.774323,-4.774323,-0.000000,-9.426238e-15,0.000000e+00
0.002203,4.783560,-4.783560,-4.783560,-0.000000,-9.237944e-15,0.000000e+00
0.002204,4.792609,-4.792609,-4.792609,-0.000000,-9.048762e-15,0.000000e+00
0.002205,4.801468,-4.801468,-4.801468,-0.000000,-8.858692e-15,0.000000e+00
0.002206,4.810138,-4.810138,-4.810138,-0.000000,-8.670398e-15,0.000000e+00
0.002207,4.818618,-4.818618,-4.818618,-0.000000,-8.480328e-15,0.000000e+00
0.002208,4.826908,-4.826908,-4.826908,-0.000000,-8.289369e-15,0.000000e+00
0.002209,4.835007,-4.835007,-4.835007,-0.000000,-8.099299e-15,0.000000e+00
0.002210,4.842916,-4.842916,-4.842916,-0.000000,-7.908341e-15,0.000000e+00
0.002211,4.850633,-4.850633,-4.850633,-0.000000,-7.717382e-15,0.000000e+00
0.002212,4.858159,-4.858159,-4.858159,-0.000000,-7.526424e-15,0.000000e+00
0.002213,4.865493,-4.865493,-4.865493,-0.000000,-7.333689e-15,0.000000e+00
0.002214,4.872634,-4.872634,-4.872634,-0.000000,-7.141843e-15,0.000000e+00
0.002215,4.879584,-4.879584,-4.879584,-0.000000,-6.949108e-15,0.000000e+00
0.002216,4.886341,-4.886341,-4.886341,-0.000000,-6.757261e-15,0.000000e+00
0.002217,4.892905,-4.892905,-4.892905,-0.000000,-6.564527e-15,0.000000e+00
0.002218,4.899275,-4.899275,-4.899275,-0.000000,-6.370016e-15,0.000000e+00
0.002219,4.905453,-4.905453,-4.905453,-0.000000,-6.177281e-15,0.000000e+00
0.002220,4.911436,-4.911436,-4.911436,-0.000000,-5.983658e-15,0.000000e+00
0.002221,4.917226,-4.917226,-4.917226,-0.000000,-5.790035e-15,0.000000e+00
0.002222,4.922822,-4.922822,-4.922822,-0.000000,-5.595524e-15,0.000000e+00
0.002223,4.928223,-4.928223,-4.928223,-0.000000,-5.401013e-15,0.000000e+00
0.002224,4.933430,-4.933430,-4.933430,-0.000000,-5.206502e-15,0.000000e+00
0.002225,4.938442,-4.938442,-4.938442,-0.000000,-5.012879e-15,0.000000e+00
0.002226,4.943259,-4.943259,-4.943259,-0.000000,-4.816592e-15,0.000000e+00
0.002227,4.947881,-4.947881,-4.947881,-0.000000,-4.622080e-15,0.000000e+00
0.002228,4.952307,-4.952307,-4.952307,-0.000000,-4.425793e-15,0.000000e+00
0.002229,4.956538,-4.956538,-4.956538,-0.000000,-4.231282e-15,0.000000e+00
0.002230,4.960574,-4.960574,-4.960574,-0.000000,-4.035883e-15,0.000000e+00
0.002231,4.964413,-4.964413,-4.964413,-0.000000,-3.839595e-15,0.000000e+00
0.002232,4.968057,-4.968057,-4.968057,-0.000000,-3.642420e-15,0.000000e+00
0.002233,4.971504,-4.971504,-4.971504,-0.000000,-3.447020e-15,0.000000e+00
0.002234,4.974755,-4.974755,-4.974755,-0.000000,-3.251621e-15,0.000000e+00
0.002235,4.977810,-4.977810,-4.977810,-0.000000,-3.055334e-15,0.000000e+00
0.002236,4.980668,-4.980668,-4.980668,-0.000000,-2.858158e-15,0.000000e+00
0.002237,4.983330,-4.983330,-4.983330,-0.000000,-2.661871e-15,0.000000e+00
0.002238,4.985795,-4.985795,-4.985795,-0.000000,-2.464695e-15,0.000000e+00
0.002239,4.988063,-4.988063,-4.988063,-0.000000,-2.267520e-15,0.000000e+00
0.002240,4.990134,-4.990134,-4.990134,-0.000000,-2.070344e-15,0.000000e+00
0.002241,4.992008,-4.992008,-4.992008,-0.000000,-1.874945e-15,0.000000e+00
0.002242,4.993685,-4.993685,-4.993685,-0.000000,-1.676881e-15,0.000000e+00
0.002243,4.995165,-4.995165,-4.995165,-0.000000,-1.479705e-15,0.000000e+00
0.002244,4.996447,-4.996447,-4.996447,-0.000000,-1.282530e-15,0.000000e+00
0.002245,4.997533,-4.997533,-4.997533,-0.000000,-1.085354e-15,0.000000e+00
0.002246,4.998421,-4.998421,-4.998421,-0.000000,-8.872902e-16,0.000000e+00
0.002247,4.999112,-4.999112,-4.999112,-0.000000,-6.910028e-16,0.000000e+00
0.002248,4.999605,-4.999605,-4.999605,-0.000000,-4.938272e-16,0.000000e+00
0.002249,4.999901,-4.999901,-4.999901,-0.000000,-2.957634e-16,0.000000e+00
0.002250,5.000000,-5.000000,-5.000000,-0.000000,-9.858780e-17,0.000000e+00
0.002251,4.999901,-4.999901,-4.999901,0.000000,9.947598e-17,0.000000e+00
0.002252,4.999605,-4.999605,-4.999605,0.000000,2.966516e-16,0.000000e+00
0.002253,4.999112,-4.999112,-4.999112,0.000000,4.929390e-16,0.000000e+00
0.002254,4.998421,-4.998421,-4.998421,0.000000,6.910028e-16,0.000000e+00
0.002255,4.997533,-4.997533,-4.997533,0.000000,8.881784e-16,0.000000e+00
0.002256,4.996447,-4.996447,-4.996447,0.000000,1.085354e-15,0.000000e+00
0.002257,4.995165,-4.995165,-4.995165,0.000000,1.283418e-15,0.000000e+00
0.002258,4.993685,-4.993685,-4.993685,0.000000,1.479705e-15,0.000000e+00
0.002259,4.992008,-4.992008,-4.992008,0.000000,1.676881e-15,0.000000e+00
0.002260,4.990134,-4.990134,-4.990134,0.000000,1.874056e-15,0.000000e+00
0.002261,4.988063,-4.988063,-4.988063,0.000000,2.071232e-15,0.000000e+00
0.002262,4.985795,-4.985795,-4.985795,0.000000,2.268408e-15,0.000000e+00
0.002263,4.983330,-4.983330,-4.983330,0.000000,2.465583e-15,0.000000e+00
0.002264,4.980668,-4.980668,-4.980668,0.000000,2.661871e-15,0.000000e+00
0.002265,4.977810,-4.977810,-4.977810,0.000000,2.858158e-15,0.000000e+00
0.002266,4.974755,-4.974755,-4.974755,0.000000,3.055334e-15,0.000000e+00
0.002267,4.971504,-4.971504,-4.971504,0.000000,3.251621e-15,0.000000e+00
0.002268,4.968057,-4.968057,-4.968057,0.000000,3.447909e-15,0.000000e+00
0.002269,4.964413,-4.964413,-4.964413,0.000000,3.643308e-15,0.000000e+00
0.002270,4.960574,-4.960574,-4.960574,0.000000,3.839595e-15,0.000000e+00
0.002271,4.956538,-4.956538,-4.956538,0.000000,4.035883e-15,0.000000e+00
0.002272,4.952307,-4.952307,-4.952307,0.000000,4.230394e-15,0.000000e+00
0.002273,4.947881,-4.947881,-4.947881,0.000000,4.425793e-15,0.000000e+00
0.002274,4.943259,-4.943259,-4.943259,0.000000,4.622080e-15,0.000000e+00
0.002275,4.938442,-4.938442,-4.938442,0.000000,4.817480e-15,0.000000e+00
0.002276,4.933430,-4.933430,-4.933430,0.000000,5.011991e-15,0.000000e+00
0.002277,4.928223,-4.928223,-4.928223,0.000000,5.206502e-15,0.000000e+00
0.002278,4.922822,-4.922822,-4.922822,0.000000,5.401013e-15,0.000000e+00
0.002279,4.917226,-4.917226,-4.917226,0.000000,5.595524e-15,0.000000e+00
0.002280,4.911436,-4.911436,-4.911436,0.000000,5.790923e-15,0.000000e+00
0.002281,4.905453,-4.905453,-4.905453,0.000000,5.983658e-15,0.000000e+00
0.002282,4.899275,-4.899275,-4.899275,0.000000,6.177281e-15,0.000000e+00
0.002283,4.892905,-4.892905,-4.892905,0.000000,6.370904e-15,0.000000e+00
0.002284,4.886341,-4.886341,-4.886341,0.000000,6.564527e-15,0.000000e+00
0.002285,4.879584,-4.879584,-4.879584,0.000000,6.756373e-15,0.000000e+00
0.002286,4.872634,-4.872634,-4.872634,0.000000,6.949108e-15,0.000000e+00
0.002287,4.865493,-4.865493,-4.865493,0.000000,7.141843e-15,0.000000e+00
0.002288,4.858159,-4.858159,-4.858159,0.000000,7.333689e-15,0.000000e+00
0.002289,4.850633,-4.850633,-4.850633,0.000000,7.526424e-15,0.000000e+00
0.002290,4.842916,-4.842916,-4.842916,0.000000,7.716494e-15,0.000000e+00
0.002291,4.835007,-4.835007,-4.835007,0.000000,7.909229e-15,0.000000e+00
0.002292,4.826908,-4.826908,-4.826908,0.000000,8.099299e-15,0.000000e+00
0.002293,4.818618,-4.818618,-4.818618,0.000000,8.289369e-15,0.000000e+00
0.002294,4.810138,-4.810138,-4.810138,0.000000,8.480328e-15,0.000000e+00
0.002295,4.801468,-4.801468,-4.801468,0.000000,8.670398e-15,0.000000e+00
0.002296,4.792609,-4.792609,-4.792609,0.000000,8.859580e-15,0.000000e+00
0.002297,4.783560,-4.783560,-4.783560,0.000000,9.048762e-15,0.000000e+00
0.002298,4.774323,-4.774323,-4.774323,0.000000,9.237056e-15,0.000000e+00
0.002299,4.764897,-4.764897,-4.764897,0.000000,9.425349e-15,0.000000e+00
0.002300,4.755283,-4.755283,-4.755283,0.000000,9.613643e-15,0.000000e+00
0.002301,4.745481,-4.745481,-4.745481,0.000000,9.801937e-15,0.000000e+00
0.002302,4.735492,-4.735492,-4.735492,0.000000,9.989343e-15,0.000000e+00
0.002303,4.725315,-4.725315,-4.725315,0.000000,1.017675e-14,0.000000e+00
0.002304,4.714953,-4.714953,-4.714953,0.000000,1.036238e-14,0.000000e+00
0.002305,4.704404,-4.704404,-4.704404,0.000000,1.054890e-14,0.000000e+00
0.002306,4.693669,-4.693669,-4.693669,0.000000,1.073452e-14,0.000000e+00
0.002307,4.682749,-4.682749,-4.682749,0.000000,1.091927e-14,0.000000e+00
0.002308,4.671645,-4.671645,-4.671645,0.000000,1.110489e-14,0.000000e+00
0.002309,4.660356,-4.660356,-4.660356,0.000000,1.128964e-14,0.000000e+00
0.002310,4.648882,-4.648882,-4.648882,0.000000,1.147349e-14,0.000000e+00
0.002311,4.637226,-4.637226,-4.637226,0.000000,1.165734e-14,0.000000e+00
0.002312,4.625386,-4.625386,-4.625386,0.000000,1.183942e-14,0.000000e+00
0.002313,4.613364,-4.613364,-4.613364,0.000000,1.202238e-14,0.000000e+00
0.002314,4.601159,-4.601159,-4.601159,0.000000,1.220446e-14,0.000000e+00
0.002315,4.588773,-4.588773,-4.588773,0.000000,1.238565e-14,0.000000e+00
0.002316,4.576206,-4.576206,-4.576206,0.000000,1.256684e-14,0.000000e+00
0.002317,4.563458,-4.563458,-4.563458,0.000000,1.274802e-14,0.000000e+00
0.002318,4.550530,-4.550530,-4.550530,0.000000,1.292833e-14,0.000000e+00
0.002319,4.537422,-4.537422,-4.537422,0.000000,1.310774e-14,0.000000e+00
0.002320,4.524135,-4.524135,-4.524135,0.000000,1.328715e-14,0.000000e+00
0.002321,4.510670,-4.510670,-4.510670,0.000000,1.346567e-14,0.000000e+00
0.002322,4.497026,-4.497026,-4.497026,0.000000,1.364420e-14,0.000000e+00
0.002323,4.483205,-4.483205,-4.483205,0.000000,1.382094e-14,0.000000e+00
0.002324,4.469207,-4.469207,-4.469207,0.000000,1.399858e-14,0.000000e+00
0.002325,4.455033,-4.455033,-4.455033,0.000000,1.417444e-14,0.000000e+00
0.002326,4.440682,-4.440682,-4.440682,0.000000,1.435030e-14,0.000000e+00
0.002327,4.426157,-4.426157,-4.426157,0.000000,1.452527e-14,0.000000e+00
0.002328,4.411456,-4.411456,-4.411456,0.000000,1.470024e-14,0.000000e+00
0.002329,4.396582,-4.396582,-4.396582,0.000000,1.487521e-14,0.000000e+00
0.002330,4.381533,-4.381533,-4.381533,0.000000,1.504752e-14,0.000000e+00
0.002331,4.366312,-4.366312,-4.366312,0.000000,1.522071e-14,0.000000e+00
0.002332,4.350919,-4.350919,-4.350919,0.000000,1.539302e-14,0.000000e+00
0.002333,4.335354,-4.335354,-4.335354,0.000000,1.556533e-14,0.000000e+00
0.002334,4.319617,-4.319617,-4.319617,0.000000,1.573586e-14,0.000000e+00
0.002335,4.303710,-4.303710,-4.303710,0.000000,1.590639e-14,0.000000e+00
0.002336,4.287633,-4.287633,-4.287633,0.000000,1.607692e-14,0.000000e+00
0.002337,4.271387,-4.271387,-4.271387,0.000000,1.624656e-14,0.000000e+00
0.002338,4.254972,-4.254972,-4.254972,0.000000,1.641443e-14,0.000000e+00
0.002339,4.238390,-4.238390,-4.238390,0.000000,1.658229e-14,0.000000e+00
0.002340,4.221640,-4.221640,-4.221640,0.000000,1.675016e-14,0.000000e+00
0.002341,4.204723,-4.204723,-4.204723,0.000000,1.691625e-14,0.000000e+00
0.002342,4.187640,-4.187640,-4.187640,0.000000,1.708234e-14,0.000000e+00
0.002343,4.170392,-4.170392,-4.170392,0.000000,1.724842e-14,0.000000e+00
0.002344,4.152979,-4.152979,-4.152979,0.000000,1.741274e-14,0.000000e+00
0.002345,4.135403,-4.135403,-4.135403,0.000000,1.757616e-14,0.000000e+00
0.002346,4.117663,-4.117663,-4.117663,0.000000,1.773959e-14,0.000000e+00
0.002347,4.099761,-4.099761,-4.099761,0.000000,1.790212e-14,0.000000e+00
0.002348,4.081696,-4.081696,-4.081696,0.000000,1.806466e-14,0.000000e+00
0.002349,4.063471,-4.063471,-4.063471,0.000000,1.822542e-14,0.000000e+00
0.002350,4.045085,-4.045085,-4.045085,0.000000,1.838618e-14,0.000000e+00
0.002351,4.026539,-4.026539,-4.026539,0.000000,1.854517e-14,0.000000e+00
0.002352,4.007835,-4.007835,-4.007835,0.000000,1.870415e-14,0.000000e+00
0.002353,3.988972,-3.988972,-3.988972,0.000000,1.886269e-14,0.000000e+00
0.002354,3.969952,-3.969952,-3.969952,0.000000,1.902078e-14,0.000000e+00
0.002355,3.950775,-3.950775,-3.950775,0.000000,1.917710e-14,0.000000e+00
0.002356,3.931442,-3.931442,-3.931442,0.000000,1.933342e-14,0.000000e+00
0.002357,3.911954,-3.911954,-3.911954,0.000000,1.948797e-14,0.000000e+00
0.002358,3.892312,-3.892312,-3.892312,0.000000,1.964251e-14,0.000000e+00
0.002359,3.872515,-3.872515,-3.872515,0.000000,1.979616e-14,0.000000e+00
0.002360,3.852566,-3.852566,-3.852566,0.000000,1.994893e-14,0.000000e+00
0.002361,3.832465,-3.832465,-3.832465,0.000000,2.010125e-14,0.000000e+00
0.002362,3.812213,-3.812213,-3.812213,0.000000,2.025224e-14,0.000000e+00
0.002363,3.791810,-3.791810,-3.791810,0.000000,2.040323e-14,0.000000e+00
0.002364,3.771257,-3.771257,-3.771257,0.000000,2.055289e-14,0.000000e+00
0.002365,3.750555,-3.750555,-3.750555,0.000000,2.070122e-14,0.000000e+00
0.002366,3.729706,-3.729706,-3.729706,0.000000,2.084954e-14,0.000000e+00
0.002367,3.708709,-3.708709,-3.708709,0.000000,2.099698e-14,0.000000e+00
0.002368,3.687566,-3.687566,-3.687566,0.000000,2.114309e-14,0.000000e+00
0.002369,3.666277,-3.666277,-3.666277,0.000000,2.128875e-14,0.000000e+00
0.002370,3.644843,-3.644843,-3.644843,0.000000,2.143397e-14,0.000000e+00
0.002371,3.623266,-3.623266,-3.623266,0.000000,2.157741e-14,0.000000e+00
0.002372,3.601545,-3.601545,-3.601545,0.000000,2.172085e-14,0.000000e+00
0.002373,3.579682,-3.579682,-3.579682,0.000000,2.186296e-14,0.000000e+00
0.002374,3.557678,-3.557678,-3.557678,0.000000,2.200418e-14,0.000000e+00
0.002375,3.535534,-3.535534,-3.535534,0.000000,2.214451e-14,0.000000e+00
0.002376,3.513250,-3.513250,-3.513250,0.000000,2.228395e-14,0.000000e+00
0.002377,3.490827,-3.490827,-3.490827,0.000000,2.242295e-14,0.000000e+00
0.002378,3.468267,-3.468267,-3.468267,0.000000,2.256018e-14,0.000000e+00
0.002379,3.445569,-3.445569,-3.445569,0.000000,2.269740e-14,0.000000e+00
0.002380,3.422736,-3.422736,-3.422736,0.000000,2.283329e-14,0.000000e+00
0.002381,3.399767,-3.399767,-3.399767,0.000000,2.296874e-14,0.000000e+00
0.002382,3.376664,-3.376664,-3.376664,0.000000,2.310285e-14,0.000000e+00
0.002383,3.353428,-3.353428,-3.353428,0.000000,2.323608e-14,0.000000e+00
0.002384,3.330059,-3.330059,-3.330059,0.000000,2.336842e-14,0.000000e+00
0.002385,3.306559,-3.306559,-3.306559,0.000000,2.350031e-14,0.000000e+00
0.002386,3.282929,-3.282929,-3.282929,0.000000,2.363088e-14,0.000000e+00
0.002387,3.259169,-3.259169,-3.259169,0.000000,2.375966e-14,0.000000e+00
0.002388,3.235280,-3.235280,-3.235280,0.000000,2.388889e-14,0.000000e+00
0.002389,3.211263,-3.211263,-3.211263,0.000000,2.401634e-14,0.000000e+00
0.002390,3.187120,-3.187120,-3.187120,0.000000,2.414335e-14,0.000000e+00
0.002391,3.162851,-3.162851,-3.162851,0.000000,2.426903e-14,0.000000e+00
0.002392,3.138457,-3.138457,-3.138457,0.000000,2.439382e-14,0.000000e+00
0.002393,3.113939,-3.113939,-3.113939,0.000000,2.451817e-14,0.000000e+00
0.002394,3.089298,-3.089298,-3.089298,0.000000,2.464073e-14,0.000000e+00
0.002395,3.064535,-3.064535,-3.064535,0.000000,2.476241e-14,0.000000e+00
0.002396,3.039651,-3.039651,-3.039651,0.000000,2.488365e-14,0.000000e+00
0.002397,3.014648,-3.014648,-3.014648,0.000000,2.500355e-14,0.000000e+00
0.002398,2.989525,-2.989525,-2.989525,0.000000,2.512257e-14,0.000000e+00
0.002399,2.964284,-2.964284,-2.964284,0.000000,2.524070e-14,0.000000e+00
0.002400,2.938926,-2.938926,-2.938926,0.000000,2.535794e-14,0.000000e+00
0.002401,2.913452,-2.913452,-2.913452,0.000000,2.547429e-14,0.000000e+00
0.002402,2.887864,-2.887864,-2.887864,0.000000,2.558886e-14,0.000000e+00
0.002403,2.862161,-2.862161,-2.862161,0.000000,2.570300e-14,0.000000e+00
0.002404,2.836345,-2.836345,-2.836345,0.000000,2.581579e-14,0.000000e+00
0.002405,2.810417,-2.810417,-2.810417,0.000000,2.592815e-14,0.000000e+00
0.002406,2.784378,-2.784378,-2.784378,0.000000,2.603873e-14,0.000000e+00
0.002407,2.758229,-2.758229,-2.758229,0.000000,2.614886e-14,0.000000e+00
0.002408,2.731972,-2.731972,-2.731972,0.000000,2.625766e-14,0.000000e+00
0.002409,2.705606,-2.705606,-2.705606,0.000000,2.636558e-14,0.000000e+00
0.002410,2.679134,-2.679134,-2.679134,0.000000,2.647216e-14,0.000000e+00
0.002411,2.652556,-2.652556,-2.652556,0.000000,2.657785e-14,0.000000e+00
0.002412,2.625873,-2.625873,-2.625873,0.000000,2.668266e-14,0.000000e+00
0.002413,2.599087,-2.599087,-2.599087,0.000000,2.678657e-14,0.000000e+00
0.002414,2.572198,-2.572198,-2.572198,0.000000,2.688871e-14,0.000000e+00
0.002415,2.545207,-2.545207,-2.545207,0.000000,2.699085e-14,0.000000e+00
0.002416,2.518116,-2.518116,-2.518116,0.000000,2.709122e-14,0.000000e+00
0.002417,2.490926,-2.490926,-2.490926,0.000000,2.719025e-14,0.000000e+00
0.002418,2.463637,-2.463637,-2.463637,0.000000,2.728884e-14,0.000000e+00
0.002419,2.436251,-2.436251,-2.436251,0.000000,2.738609e-14,0.000000e+00
0.002420,2.408768,-2.408768,-2.408768,0.000000,2.748202e-14,0.000000e+00
0.002421,2.381191,-2.381191,-2.381191,0.000000,2.757750e-14,0.000000e+00
0.002422,2.353520,-2.353520,-2.353520,0.000000,2.767164e-14,0.000000e+00
0.002423,2.325755,-2.325755,-2.325755,0.000000,2.776401e-14,0.000000e+00
0.002424,2.297899,-2.297899,-2.297899,0.000000,2.785594e-14,0.000000e+00
0.002425,2.269952,-2.269952,-2.269952,0.000000,2.794698e-14,0.000000e+00
0.002426,2.241916,-2.241916,-2.241916,0.000000,2.803624e-14,0.000000e+00
0.002427,2.213791,-2.213791,-2.213791,0.000000,2.812550e-14,0.000000e+00
0.002428,2.185579,-2.185579,-2.185579,0.000000,2.821254e-14,0.000000e+00
0.002429,2.157280,-2.157280,-2.157280,0.000000,2.829870e-14,0.000000e+00
0.002430,2.128896,-2.128896,-2.128896,0.000000,2.838396e-14,0.000000e+00
0.002431,2.100429,-2.100429,-2.100429,0.000000,2.846789e-14,0.000000e+00
0.002432,2.071878,-2.071878,-2.071878,0.000000,2.855094e-14,0.000000e+00
0.002433,2.043245,-2.043245,-2.043245,0.000000,2.863265e-14,0.000000e+00
0.002434,2.014532,-2.014532,-2.014532,0.000000,2.871303e-14,0.000000e+00
0.002435,1.985739,-1.985739,-1.985739,0.000000,2.879297e-14,0.000000e+00
0.002436,1.956868,-1.956868,-1.956868,0.000000,2.887113e-14,0.000000e+00
0.002437,1.927920,-1.927920,-1.927920,0.000000,2.894840e-14,0.000000e+00
0.002438,1.898895,-1.898895,-1.898895,0.000000,2.902456e-14,0.000000e+00
0.002439,1.869796,-1.869796,-1.869796,0.000000,2.909961e-14,0.000000e+00
0.002440,1.840623,-1.840623,-1.840623,0.000000,2.917333e-14,0.000000e+00
0.002441,1.811377,-1.811377,-1.811377,0.000000,2.924594e-14,0.000000e+00
0.002442,1.782059,-1.782059,-1.782059,0.000000,2.931744e-14,0.000000e+00
0.002443,1.752672,-1.752672,-1.752672,0.000000,2.938783e-14,0.000000e+00
0.002444,1.723215,-1.723215,-1.723215,0.000000,2.945688e-14,0.000000e+00
0.002445,1.693690,-1.693690,-1.693690,0.000000,2.952505e-14,0.000000e+00
0.002446,1.664098,-1.664098,-1.664098,0.000000,2.959188e-14,0.000000e+00
0.002447,1.634440,-1.634440,-1.634440,0.000000,2.965761e-14,0.000000e+00
0.002448,1.604718,-1.604718,-1.604718,0.000000,2.972222e-14,0.000000e+00
0.002449,1.574933,-1.574933,-1.574933,0.000000,2.978551e-14,0.000000e+00
0.002450,1.545085,-1.545085,-1.545085,0.000000,2.984768e-14,0.000000e+00
0.002451,1.515176,-1.515176,-1.515176,0.000000,2.990874e-14,0.000000e+00
0.002452,1.485208,-1.485208,-1.485208,0.000000,2.996847e-14,0.000000e+00
0.002453,1.455181,-1.455181,-1.455181,0.000000,3.002709e-14,0.000000e+00
0.002454,1.425096,-1.425096,-1.425096,0.000000,3.008460e-14,0.000000e+00
0.002455,1.394956,-1.394956,-1.394956,0.000000,3.014078e-14,0.000000e+00
0.002456,1.364760,-1.364760,-1.364760,0.000000,3.019585e-14,0.000000e+00
0.002457,1.334510,-1.334510,-1.334510,0.000000,3.024958e-14,0.000000e+00
0.002458,1.304208,-1.304208,-1.304208,0.000000,3.030243e-14,0.000000e+00
0.002459,1.273854,-1.273854,-1.273854,0.000000,3.035394e-14,0.000000e+00
0.002460,1.243449,-1.243449,-1.243449,0.000000,3.040435e-14,0.000000e+00
0.002461,1.212996,-1.212996,-1.212996,0.000000,3.045320e-14,0.000000e+00
0.002462,1.182495,-1.182495,-1.182495,0.000000,3.050116e-14,0.000000e+00
0.002463,1.151947,-1.151947,-1.151947,0.000000,3.054801e-14,0.000000e+00
0.002464,1.121354,-1.121354,-1.121354,0.000000,3.059308e-14,0.000000e+00
0.002465,1.090716,-1.090716,-1.090716,0.000000,3.063771e-14,0.000000e+00
0.002466,1.060036,-1.060036,-1.060036,0.000000,3.068057e-14,0.000000e+00
0.002467,1.029313,-1.029313,-1.029313,0.000000,3.072254e-14,0.000000e+00
0.002468,0.998550,-0.998550,-0.998550,0.000000,3.076328e-14,0.000000e+00
0.002469,0.967747,-0.967747,-0.967747,0.000000,3.080258e-14,0.000000e+00
0.002470,0.936907,-0.936907,-0.936907,0.000000,3.084077e-14,0.000000e+00
0.002471,0.906029,-0.906029,-0.906029,0.000000,3.087774e-14,0.000000e+00
0.002472,0.875115,-0.875115,-0.875115,0.000000,3.091361e-14,0.000000e+00
0.002473,0.844167,-0.844167,-0.844167,0.000000,3.094813e-14,0.000000e+00
0.002474,0.813186,-0.813186,-0.813186,0.000000,3.098144e-14,0.000000e+00
0.002475,0.782172,-0.782172,-0.782172,0.000000,3.101341e-14,0.000000e+00
0.002476,0.751128,-0.751128,-0.751128,0.000000,3.104428e-14,0.000000e+00
0.002477,0.720054,-0.720054,-0.720054,0.000000,3.107392e-14,0.000000e+00
0.002478,0.688951,-0.688951,-0.688951,0.000000,3.110245e-14,0.000000e+00
0.002479,0.657822,-0.657822,-0.657822,0.000000,3.112965e-14,0.000000e+00
0.002480,0.626666,-0.626666,-0.626666,0.000000,3.115552e-14,0.000000e+00
0.002481,0.595486,-0.595486,-0.595486,0.000000,3.118039e-14,0.000000e+00
0.002482,0.564282,-0.564282,-0.564282,0.000000,3.120382e-14,0.000000e+00
0.002483,0.533056,-0.533056,-0.533056,0.000000,3.122613e-14,0.000000e+00
0.002484,0.501809,-0.501809,-0.501809,0.000000,3.124723e-14,0.000000e+00
0.002485,0.470542,-0.470542,-0.470542,0.000000,3.126699e-14,0.000000e+00
0.002486,0.439256,-0.439256,-0.439256,0.000000,3.128559e-14,0.000000e+00
0.002487,0.407953,-0.407953,-0.407953,0.000000,3.130296e-14,0.000000e+00
0.002488,0.376634,-0.376634,-0.376634,0.000000,3.131906e-14,0.000000e+00
0.002489,0.345300,-0.345300,-0.345300,0.000000,3.133394e-14,0.000000e+00
0.002490,0.313953,-0.313953,-0.313953,0.000000,3.134754e-14,0.000000e+00
0.002491,0.282593,-0.282593,-0.282593,0.000000,3.135991e-14,0.000000e+00
0.002492,0.251222,-0.251222,-0.251222,0.000000,3.137113e-14,0.000000e+00
0.002493,0.219841,-0.219841,-0.219841,0.000000,3.138101e-14,0.000000e+00
0.002494,0.188451,-0.188451,-0.188451,0.000000,3.138967e-14,0.000000e+00
0.002495,0.157054,-0.157054,-0.157054,0.000000,3.139711e-14,0.000000e+00
0.002496,0.125650,-0.125650,-0.125650,0.000000,3.140330e-14,0.000000e+00
0.002497,0.094242,-0.094242,-0.094242,0.000000,3.140829e-14,0.000000e+00
0.002498,0.062830,-0.062830,-0.062830,0.000000,3.141200e-14,0.000000e+00
0.002499,0.031416,-0.031416,-0.031416,0.000000,3.141448e-14,0.000000e+00
0.002500,0.000000,-0.000000,-0.000000,0.000000,3.141572e-14,0.000000e+00
0.002501,-0.031416,0.031416,0.031416,0.000000,3.141572e-14,0.000000e+00
0.002502,-0.062830,0.062830,0.062830,0.000000,3.141447e-14,0.000000e+00
0.002503,-0.094242,0.094242,0.094242,0.000000,3.141200e-14,0.000000e+00
0.002504,-0.125650,0.125650,0.125650,0.000000,3.140829e-14,0.000000e+00
0.002505,-0.157054,0.157054,0.157054,0.000000,3.140332e-14,0.000000e+00
0.002506,-0.188451,0.188451,0.188451,0.000000,3.139713e-14,0.000000e+00
0.002507,-0.219841,0.219841,0.219841,0.000000,3.138967e-14,0.000000e+00
0.002508,-0.251222,0.251222,0.251222,0.000000,3.138101e-14,0.000000e+00
0.002509,-0.282593,0.282593,0.282593,0.000000,3.137107e-14,0.000000e+00
0.002510,-0.313953,0.313953,0.313953,0.000000,3.135991e-14,0.000000e+00
0.002511,-0.345300,0.345300,0.345300,0.000000,3.134754e-14,0.000000e+00
0.002512,-0.376634,0.376634,0.376634,0.000000,3.133388e-14,0.000000e+00
0.002513,-0.407953,0.407953,0.407953,0.000000,3.131900e-14,0.000000e+00
