Time(s),Switch State,V1(V),V2(V),V3(V),Capacitor Voltage(V)
0.039800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.040950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.041950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.042950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.043950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.044950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.045950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.046950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.047950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.048950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.049950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
